x,y,z,t,prob
28,40,28,8,0.0991503
8,16,28,8,0.0353443
24,36,16,8,0.190497
40,28,28,8,0.0361443
28,32,4,8,0.187959
28,28,4,8,0.0971132
28,32,8,8,0.074664
20,40,28,8,0.190183
52,28,24,6,0.0379883
20,44,28,8,0.0321811
32,40,28,8,0.0321811
20,40,24,8,0.0321811
52,28,20,8,0.0321811
56,28,16,8,0.0308448
56,32,28,8,0.0321811
56,32,24,8,0.0321811
60,28,20,8,0.0321811
60,28,24,8,0.0317224
40,24,20,8,0.0413143
56,28,20,8,0.0341318
56,28,24,8,0.0316424
60,32,28,8,0.0350045
48,28,12,8,0.0316811
36,28,28,8,0.0341318
44,28,4,8,0.0471798
44,28,8,8,0.0490056
48,28,8,8,0.0497007
36,28,8,8,0.0368496
52,28,16,8,0.189617
36,28,12,8,0.0277445
36,28,16,8,0.0291369
52,28,12,8,0.0267921
36,28,20,8,0.0285239
32,32,8,8,0.0276938
32,28,8,8,0.0296218
44,24,32,8,0.029153
32,32,4,8,0.0283072
32,28,4,8,0.0274445
44,24,28,8,0.029153
24,24,24,8,0.0308639
0,28,28,8,0.03039
36,24,12,8,0.0294181
64,28,24,8,0.0284932
64,28,28,8,0.030569
24,36,20,8,0.0614798
24,40,20,8,0.0270422
24,40,24,8,0.190183
28,36,16,8,0.0264508
28,36,20,8,0.0410517
28,36,12,8,0.026742
28,32,12,8,0.026742
40,28,12,8,0.0263146
40,28,16,8,0.026742
32,36,4,8,0.026742
20,20,20,2,0.026742
8,8,24,2,0.026742
36,28,12,2,0.026742
28,20,4,2,0.026742
36,28,8,2,0.026742
32,40,24,2,0.026742
16,16,12,2,0.026742
16,16,20,2,0.0260483
28,24,4,2,0.026742
52,32,24,2,0.0265669
56,32,24,2,0.0268153
24,24,8,2,0.0268153
40,24,4,2,0.0289782
48,24,12,2,0.0271037
24,36,12,2,0.187888
32,40,20,2,0.0265396
56,32,28,2,0.0267388
32,28,4,2,0.0258975
44,24,28,2,0.0289114
56,32,32,2,0.0272453
32,44,24,2,0.0266106
32,36,20,2,0.0263929
16,12,16,2,0.026742
28,36,12,2,0.026742
28,36,20,2,0.0324912
28,36,28,2,0.0311679
28,32,12,2,0.189617
32,44,28,2,0.0266972
4,12,28,2,0.0328023
24,40,20,2,0.0275954
24,32,12,2,0.0264626
20,16,20,2,0.0339061
24,20,8,2,0.0362694
20,16,12,2,0.0272411
52,28,24,0,0.0277905
20,44,28,2,0.188105
20,40,20,2,0.0264626
32,32,4,2,0.0270813
28,32,8,2,0.0264626
36,28,0,0,0.0266748
16,40,28,2,0.0266605
12,12,28,2,0.0264626
24,36,16,2,0.0264626
52,20,16,0,0.0264626
20,36,20,2,0.0286594
44,28,4,2,0.0264626
60,28,20,2,0.0263156
48,28,20,2,0.0264626
40,28,4,2,0.0285585
56,28,20,2,0.0264626
56,28,16,2,0.0264626
24,16,12,8,0.0264039
48,28,16,8,0.0262668
44,28,12,8,0.0280349
24,36,12,4,0.0265194
24,36,16,4,0.028621
16,24,12,4,0.0264626
16,24,16,4,0.0265534
12,24,16,4,0.0288181
12,24,32,4,0.0293581
32,32,8,4,0.1876
24,24,20,4,0.0263708
24,24,24,4,0.0264687
20,24,28,4,0.0278562
28,28,4,4,0.0263929
8,24,20,4,0.0319295
8,24,24,4,0.0264804
4,24,24,4,0.0294169
40,28,8,4,0.0281121
28,40,28,4,0.0353833
28,36,24,4,0.0265334
32,32,16,4,0.0271862
20,24,12,4,0.0253235
28,28,8,4,0.0350901
56,32,28,4,0.0287993
60,32,32,4,0.18856
64,32,24,4,0.0301166
44,28,8,4,0.0309296
52,28,12,4,0.0285011
52,28,16,4,0.0299578
56,32,16,4,0.0284974
56,32,20,4,0.0335388
48,28,8,4,0.0302028
48,28,12,4,0.0286213
36,28,8,4,0.0270253
24,28,12,4,0.0269197
20,28,28,4,0.027424
36,28,32,4,0.0283964
28,32,20,4,0.0270327
40,28,4,4,0.0285161
0,36,28,4,0.0298965
64,32,28,4,0.0271325
36,28,12,4,0.0271621
36,28,16,4,0.0270121
36,28,20,4,0.0269317
36,28,24,4,0.0319439
36,28,28,4,0.0268257
60,36,24,4,0.0268887
60,36,28,4,0.0278699
60,40,28,4,0.0265916
8,20,20,4,0.0278876
52,32,16,4,0.0268887
52,36,16,4,0.0266377
12,16,20,2,0.0328823
24,20,4,2,0.0277934
28,20,8,2,0.027123
28,20,12,2,0.031994
32,24,4,2,0.0267629
4,32,28,0,0.0279032
4,32,24,0,0.0278472
16,20,28,0,0.0268887
12,32,20,0,0.0268887
8,32,20,0,0.0268887
24,28,4,0,0.0268887
24,28,8,0,0.0268887
32,32,16,0,0.0268887
16,32,12,0,0.029197
32,28,0,0,0.0268048
20,28,12,0,0.0268887
32,40,28,0,0.0268887
32,36,24,0,0.0268887
32,36,20,0,0.0268887
28,28,4,0,0.0268887
20,24,16,0,0.0280614
16,32,16,0,0.0268887
28,28,0,0,0.0271321
32,28,8,0,0.0268887
8,16,28,0,0.0266253
32,32,12,0,0.0267816
48,20,12,2,0.0307701
36,24,0,2,0.0268048
32,24,0,2,0.0268887
16,24,28,2,0.0293624
32,32,16,2,0.0267564
20,24,20,2,0.0275105
28,24,0,2,0.0346488
44,24,8,2,0.0401231
16,24,24,2,0.102403
60,16,28,2,0.0335919
32,36,24,2,0.0301509
16,24,32,2,0.0330153
16,20,28,2,0.0584422
40,24,20,2,0.033296
44,24,20,2,0.0332215
52,20,16,2,0.0291779
52,20,24,2,0.0276644
40,24,12,2,0.028116
36,24,8,2,0.0292603
28,40,28,2,0.0299729
28,40,24,2,0.0307717
28,24,12,2,0.0301046
12,16,24,2,0.0279394
20,20,16,2,0.0302732
40,28,8,2,0.0308146
56,28,24,2,0.0276917
48,32,20,2,0.0276917
8,16,28,2,0.030007
8,8,28,2,0.03362
52,32,28,2,0.0380689
20,16,28,2,0.0396874
12,20,16,4,0.0288664
52,36,20,4,0.0275556
28,24,8,6,0.0282753
28,20,8,6,0.0347175
20,20,20,6,0.0284712
16,24,28,6,0.0274367
20,16,20,6,0.0288641
20,24,24,6,0.0346191
60,32,32,6,0.0360344
60,32,28,6,0.0274367
56,32,28,6,0.0524989
60,20,24,4,0.0431641
28,36,28,6,0.0274366
28,36,24,6,0.0274366
28,36,20,6,0.0274367
28,32,16,6,0.0274367
28,32,12,6,0.0365849
32,32,12,6,0.027551
28,28,12,6,0.0340632
28,28,8,6,0.0278457
32,28,8,6,0.0278913
32,28,4,6,0.0322249
20,28,28,6,0.0274367
56,12,24,4,0.0274366
24,28,28,6,0.0272608
56,12,20,4,0.0273779
24,28,24,6,0.0274367
24,28,20,6,0.0430992
12,24,16,6,0.0274366
16,24,12,6,0.0274367
4,20,24,6,0.0274366
8,24,20,6,0.0274366
60,20,28,6,0.0274367
52,20,20,6,0.02775
44,24,12,6,0.0280095
52,32,28,6,0.02775
20,20,8,6,0.0293362
12,16,16,6,0.0324312
8,8,24,6,0.0302138
24,24,4,6,0.0293527
0,12,28,6,0.0275685
52,32,24,6,0.0302349
48,32,24,6,0.0293022
48,32,20,6,0.0311993
48,28,20,6,0.0274367
12,16,20,6,0.0274367
8,16,20,6,0.0274366
8,12,24,6,0.0274367
4,12,24,6,0.0281189
4,12,28,6,0.027744
20,16,12,6,0.0286996
20,24,8,6,0.0314077
24,40,28,8,0.0271248
52,36,12,4,0.0338528
48,32,8,4,0.0270906
60,40,24,4,0.0270906
60,40,20,4,0.0270906
56,36,20,4,0.0267965
56,36,24,4,0.0272024
48,20,20,4,0.0269409
28,36,16,4,0.0284349
28,32,12,4,0.0286981
16,20,28,4,0.0267965
56,40,28,4,0.034549
20,20,20,4,0.0335742
24,40,28,4,0.0376506
20,20,24,4,0.0345909
44,32,12,4,0.0495549
48,32,16,4,0.0357374
24,40,20,4,0.0290721
48,32,12,4,0.0287663
12,16,32,4,0.035561
60,16,28,4,0.0741854
64,16,28,4,0.0288845
36,24,12,4,0.0280746
36,36,16,4,0.0314538
56,28,28,4,0.0366941
44,32,4,4,0.0299225
48,20,12,4,0.0284904
16,24,20,4,0.0299519
36,28,4,4,0.0280972
48,24,28,4,0.0324765
60,32,24,4,0.0295927
28,36,20,4,0.0281929
28,36,12,4,0.0287179
52,28,20,4,0.0287966
12,24,20,4,0.0332197
4,24,28,4,0.029165
32,36,12,4,0.0289355
24,36,20,4,0.0289068
60,32,20,4,0.0293315
28,32,16,4,0.0280622
24,16,16,4,0.0277303
24,16,12,4,0.0284368
60,16,32,4,0.0286246
16,24,24,4,0.0277808
40,36,16,4,0.0458179
24,40,24,4,0.0435981
32,32,0,6,0.0287865
32,24,0,6,0.0281393
28,20,4,6,0.0281832
36,24,4,6,0.0307517
36,24,0,6,0.0322351
32,36,4,6,0.041026
32,36,8,6,0.0284818
32,40,8,6,0.0292437
32,40,12,6,0.028586
32,44,12,6,0.0298176
32,44,16,6,0.0284818
24,24,24,0,0.0284818
20,24,28,0,0.0284818
8,20,20,0,0.0303023
8,20,24,0,0.0331886
4,16,24,0,0.0280461
20,24,8,0,0.0284818
20,24,12,0,0.0279494
56,20,28,0,0.0281582
60,20,28,0,0.0284818
20,20,12,0,0.0291904
56,20,24,0,0.0279598
44,32,16,8,0.0287537
20,20,8,0,0.0281349
8,8,28,0,0.0282197
16,24,32,0,0.0276072
24,24,8,0,0.0284818
48,20,20,0,0.0284818
0,12,28,0,0.0295775
4,12,28,0,0.0278149
4,12,24,0,0.0276944
16,20,12,0,0.0278193
44,24,8,0,0.0284818
44,24,12,0,0.0284818
36,28,24,8,0.0284818
16,16,12,0,0.0280812
52,20,20,0,0.0300145
8,12,24,0,0.0277612
24,28,24,0,0.0284818
56,16,24,0,0.0277493
28,24,8,0,0.0349649
28,24,12,0,0.0277181
12,12,20,0,0.027769
40,32,28,8,0.028035
32,32,4,0,0.0280552
32,32,8,0,0.028035
24,36,24,0,0.0291311
4,8,24,0,0.0303262
8,8,24,0,0.0276148
32,44,28,0,0.03063
32,44,32,0,0.0309881
32,40,20,0,0.0283699
28,28,12,0,0.0398878
20,28,28,0,0.029201
24,28,20,0,0.0312084
20,28,24,0,0.0281475
12,16,24,0,0.0307771
28,28,16,0,0.0366661
24,28,16,0,0.0278341
32,40,24,0,0.028035
28,28,8,0,0.0323611
24,24,16,0,0.028035
24,24,20,0,0.0278395
24,32,24,0,0.0302679
20,20,8,2,0.028035
48,20,20,2,0.028035
12,16,28,2,0.0292061
44,32,28,8,0.0277342
32,32,0,8,0.028035
44,28,24,8,0.0331101
16,12,20,8,0.028035
16,12,28,8,0.028035
12,12,28,8,0.0278341
12,8,28,8,0.0281726
16,16,16,8,0.0299661
12,12,16,8,0.0308886
20,16,20,8,0.0308911
24,20,12,8,0.027116
24,16,16,8,0.028627
20,12,24,8,0.028035
16,12,24,8,0.0278186
16,24,28,8,0.028035
40,24,4,8,0.0330173
44,24,12,8,0.0284889
44,24,8,8,0.028035
40,24,8,8,0.028028
12,20,20,8,0.028035
16,20,20,8,0.0292497
8,20,28,8,0.0281535
4,24,28,8,0.0287305
52,24,16,8,0.0280435
56,24,20,8,0.0280422
52,24,20,8,0.0371144
56,24,24,8,0.028035
48,24,12,8,0.0459928
56,16,24,8,0.0287368
20,28,24,8,0.0283858
24,28,24,8,0.0294788
44,20,12,8,0.0278105
24,28,16,8,0.0277973
12,16,24,8,0.0271942
52,32,24,8,0.029655
20,28,28,8,0.0271942
32,48,32,8,0.0280517
32,44,32,8,0.0271942
32,44,28,8,0.0273151
32,44,24,8,0.0336453
32,40,24,8,0.0295468
32,40,20,8,0.0264281
20,16,16,8,0.0271942
8,12,20,8,0.0271942
60,20,28,8,0.0271942
60,20,24,8,0.0271942
60,24,28,8,0.0302327
60,24,24,8,0.0271942
16,20,28,8,0.0271124
16,20,20,6,0.0271942
4,20,28,6,0.0271942
4,20,32,6,0.0271942
12,20,24,6,0.0271942
8,20,28,6,0.028035
8,16,20,2,0.0271942
12,20,20,2,0.0271942
32,32,8,2,0.0271942
16,16,24,2,0.0309568
16,20,24,2,0.0282717
24,20,16,2,0.0282061
4,16,28,2,0.0276705
4,16,24,2,0.0299729
56,20,20,0,0.027601
24,36,24,2,0.027469
24,24,16,2,0.0275363
28,32,16,2,0.0361895
28,24,16,2,0.0293157
20,40,24,2,0.0275715
24,24,24,2,0.0296453
20,24,24,2,0.0268518
20,24,28,2,0.0268518
24,24,20,2,0.17142
24,36,20,2,0.188655
20,40,28,2,0.0843213
40,28,4,0,0.123409
20,40,32,2,0.0699823
36,28,4,2,0.0593395
48,24,28,2,0.12792
8,16,24,2,0.127126
8,12,28,2,0.129703
24,40,24,2,0.127264
28,28,4,2,0.128974
0,28,28,2,0.0744906
36,28,28,2,0.190497
24,32,4,2,0.049885
8,12,32,2,0.112914
28,28,0,2,0.0276248
60,32,28,2,0.0430635
28,32,4,2,0.0603011
40,28,28,2,0.0968716
48,24,12,0,0.0947996
16,40,16,2,0.057064
16,40,20,2,0.118842
12,40,20,2,0.0378203
12,40,24,2,0.0960624
48,20,12,0,0.044625
16,36,16,2,0.0644659
20,36,12,2,0.0986168
20,32,12,2,0.061698
20,32,8,2,0.0598548
8,44,24,2,0.0300203
8,40,24,2,0.0965124
36,28,32,2,0.0992677
24,32,8,2,0.0624296
8,44,28,2,0.0988746
4,44,28,2,0.130711
36,24,4,2,0.0993255
32,24,0,0,0.0901009
28,20,8,0,0.0960545
52,32,12,8,0.114345
28,20,4,0,0.0995214
48,32,16,8,0.034559
36,24,4,0,0.0995557
36,24,0,0,0.0995649
44,28,20,8,0.101338
56,16,28,0,0.0647137
36,36,12,0,0.114704
40,40,24,0,0.0324312
40,36,20,0,0.0538658
40,40,20,0,0.0854749
36,32,12,0,0.0816812
36,32,4,0,0.0316027
40,44,24,0,0.0334879
40,44,28,0,0.0534809
36,32,8,0,0.0949127
52,20,24,0,0.0971871
48,28,24,0,0.0284818
44,28,16,0,0.0373306
36,28,4,0,0.0325401
40,28,8,0,0.190183
40,28,12,0,0.0363023
32,24,4,0,0.0978707
40,24,8,0,0.0977466
44,20,12,0,0.0426159
28,24,0,0,0.0887086
36,28,32,8,0.0557979
24,20,4,0,0.0752012
28,32,24,0,0.0279921
24,32,28,0,0.0313014
24,36,28,0,0.0424948
32,36,12,0,0.0570086
48,28,16,0,0.0425078
44,28,8,0,0.0487975
32,28,12,0,0.0995968
56,28,28,0,0.0309034
56,28,24,0,0.0309034
48,28,20,0,0.0309034
40,36,16,0,0.0309034
52,28,28,0,0.0307248
36,36,16,0,0.189918
52,16,24,0,0.0309034
40,24,4,0,0.0309034
52,28,20,0,0.0309034
44,32,24,8,0.0309034
4,16,28,0,0.0306359
28,24,4,0,0.0309034
16,24,20,0,0.0338891
16,24,16,0,0.0309034
12,24,20,0,0.0306803
24,24,4,0,0.0304587
8,24,28,0,0.0309034
4,24,28,0,0.0309034
8,8,24,8,0.0309034
28,28,16,8,0.0555564
28,24,4,8,0.19018
32,36,8,8,0.0309034
4,8,28,8,0.0309034
32,36,12,8,0.0306803
52,20,16,8,0.0743409
24,24,16,8,0.0839743
56,20,24,6,0.0625894
24,36,28,8,0.1
40,28,20,8,0.0485963
28,28,8,8,0.104692
16,16,20,8,0.0309034
40,32,16,8,0.0309034
52,28,24,8,0.0959015
12,20,28,8,0.0538029
16,24,32,8,0.0703219
20,24,20,8,0.0290335
40,24,12,8,0.0845883
40,24,16,8,0.0374298
32,28,0,8,0.0309034
44,24,24,8,0.0980425
40,32,20,8,0.100316
36,24,4,8,0.0728467
36,24,8,8,0.096051
32,36,20,8,0.0963791
32,36,24,8,0.0614496
44,24,20,8,0.0664507
60,20,24,6,0.063227
28,36,28,8,0.100328
32,36,16,8,0.0995795
24,20,8,8,0.073701
12,24,20,8,0.0309034
20,20,16,8,0.0634239
28,20,4,8,0.0517641
12,12,24,8,0.0302388
20,20,8,8,0.06258
24,24,4,8,0.0358552
28,20,12,8,0.102978
28,20,8,8,0.052701
4,16,28,8,0.0547544
4,16,24,8,0.0989372
8,16,24,8,0.0558453
8,16,20,8,0.0309034
24,24,8,8,0.0416483
16,8,24,8,0.0309034
12,20,16,8,0.0481516
16,20,16,8,0.091218
16,20,12,8,0.0450587
20,20,12,8,0.0982628
12,16,16,8,0.0309034
8,32,24,0,0.0309034
0,36,28,0,0.0309034
4,36,28,0,0.0614436
32,0,28,6,0.0309034
52,20,16,6,0.112988
60,16,24,6,0.0309034
24,20,4,6,0.0848221
44,24,8,6,0.0603519
40,24,4,6,0.0448009
44,28,8,6,0.029701
12,12,24,6,0.0722035
16,16,20,6,0.0442569
52,20,24,6,0.0327015
40,24,8,6,0.091865
56,16,28,6,0.0296144
16,20,24,6,0.0296144
48,20,16,6,0.0376797
44,20,12,6,0.0678672
56,16,24,6,0.0647836
12,24,28,6,0.0511411
16,24,24,6,0.0454353
32,24,4,6,0.0382005
12,12,20,6,0.0996908
28,24,4,6,0.155271
20,20,12,6,0.0988746
40,28,4,6,0.156555
32,32,4,6,0.156434
16,16,12,6,0.0994182
24,20,8,6,0.188655
28,24,0,6,0.0815996
48,20,12,6,0.154652
32,40,28,6,0.115953
16,12,20,6,0.114043
64,16,28,6,0.0978472
32,28,0,6,0.0994884
60,16,28,6,0.116259
64,28,28,4,0.134861
32,44,32,6,0.143701
64,28,24,4,0.154833
32,44,28,6,0.0739434
32,44,24,6,0.144923
32,36,20,6,0.0897944
32,36,12,6,0.0896108
16,16,16,6,0.101977
8,8,28,6,0.157961
52,16,24,6,0.16621
12,16,24,6,0.113257
16,16,24,6,0.163904
24,24,20,6,0.110979
24,24,16,6,0.163904
8,16,28,6,0.0536369
28,24,12,6,0.163904
52,28,16,2,0.0997452
48,28,12,2,0.103088
48,28,8,2,0.143905
44,28,8,2,0.073214
64,32,24,2,0.0519142
0,40,28,4,0.148917
8,8,24,4,0.114907
16,16,16,4,0.189516
8,12,24,4,0.105183
16,20,24,4,0.189617
52,16,24,4,0.140113
36,24,0,4,0.101671
40,20,4,4,0.136557
44,20,8,4,0.128785
44,20,12,4,0.0930014
32,36,20,4,0.101671
52,20,20,4,0.123511
56,20,24,2,0.103306
24,36,28,4,0.140113
24,32,24,4,0.102899
56,20,28,4,0.122063
40,24,4,4,0.107002
20,20,16,4,0.140113
12,16,28,4,0.0286973
24,20,12,4,0.125325
44,24,8,4,0.119024
56,28,16,4,0.135487
56,28,20,4,0.125763
60,28,20,4,0.0562565
60,28,24,4,0.135487
24,24,16,4,0.101991
20,24,24,4,0.0731759
56,24,28,4,0.144404
44,28,4,4,0.106213
16,16,24,4,0.0997619
16,16,28,4,0.143642
28,24,12,4,0.135487
4,16,28,4,0.0994193
52,32,24,4,0.103029
0,16,28,4,0.101544
56,32,24,4,0.123578
28,24,8,4,0.131712
4,16,24,4,0.127951
48,24,16,4,0.127951
20,12,24,4,0.127951
20,16,24,4,0.127951
48,24,12,4,0.127951
32,24,4,4,0.121007
20,20,8,4,0.127951
20,20,12,4,0.127951
56,24,24,4,0.116584
52,24,24,4,0.0274367
52,24,20,4,0.127951
44,24,12,4,0.127951
52,28,28,4,0.0303193
56,28,24,4,0.127951
32,24,8,4,0.0293681
20,24,20,4,0.127951
24,20,16,8,0.127951
8,20,24,8,0.12691
24,24,4,2,0.0284818
20,24,12,2,0.127951
16,24,16,2,0.127951
56,32,20,2,0.127951
56,32,16,2,0.139403
60,32,20,2,0.120655
56,28,28,2,0.127951
60,32,24,2,0.127951
8,20,28,2,0.127951
52,32,16,2,0.127951
4,20,28,2,0.137636
52,32,12,2,0.111312
52,28,12,2,0.139784
8,20,24,2,0.127951
16,20,20,2,0.102196
64,32,28,2,0.0972888
0,36,28,2,0.127951
24,28,24,2,0.101546
16,16,16,2,0.127951
20,28,28,2,0.127541
24,28,20,2,0.125617
20,28,20,2,0.12915
24,28,16,2,0.118307
24,28,12,2,0.142432
32,28,8,2,0.0993054
32,36,16,2,0.116651
16,12,24,2,0.0999406
16,12,20,2,0.0990731
12,12,24,2,0.106326
12,8,24,2,0.127951
24,20,12,2,0.122746
24,16,12,2,0.0899539
20,16,16,2,0.0997698
36,28,20,2,0.0915306
36,28,16,2,0.081173
12,12,20,2,0.126923
12,16,16,2,0.0997698
0,8,28,2,0.0997697
4,8,28,2,0.127951
4,8,24,2,0.127951
4,12,24,2,0.111049
8,12,24,2,0.127951
8,12,20,2,0.062513
12,8,28,2,0.0963833
16,20,16,2,0.127951
16,20,12,2,0.127951
12,20,16,2,0.127951
20,20,12,2,0.124922
20,24,8,2,0.126052
12,20,24,8,0.126052
32,32,12,8,0.123686
40,28,8,8,0.0469715
20,20,20,8,0.123852
8,12,32,8,0.115507
32,60,28,4,0.119153
60,20,24,2,0.0937723
28,36,28,4,0.137234
32,32,12,4,0.0998081
12,12,20,4,0.0988652
12,16,16,4,0.0967901
8,12,20,4,0.124703
12,12,28,4,0.127951
12,12,24,4,0.126295
16,24,28,4,0.121368
64,28,24,2,0.0846028
32,44,28,4,0.091345
32,44,24,4,0.0970351
48,24,16,8,0.127951
12,24,24,4,0.127951
52,36,24,4,0.083075
16,16,20,4,0.122522
48,36,16,4,0.127951
48,36,20,4,0.091411
40,32,8,4,0.127951
28,32,24,4,0.132583
