x,y,z,t,prob
12,8,28,0,0.168487
20,16,20,0,0.165322
28,32,24,0,0.189021
48,24,20,0,0.0898256
40,28,12,0,0.0748882
52,28,28,0,0.092283
48,28,20,0,0.0575434
52,28,24,0,0.0525262
52,28,20,0,0.0335302
32,28,12,0,0.0304115
8,12,32,0,0.0356874
36,32,12,0,0.0295628
44,28,12,0,0.0244127
32,32,20,0,0.0304035
28,36,24,0,0.0376157
32,32,24,0,0.197501
48,20,12,0,0.0240309
28,32,32,4,0.0343641
28,28,20,0,0.0267799
24,32,24,0,0.0557536
44,24,16,0,0.0232081
48,24,24,0,0.0510749
52,24,24,0,0.0424766
56,12,28,0,0.023326
40,20,4,0,0.0703401
56,24,32,0,0.0234578
52,24,28,0,0.0242193
32,40,16,0,0.0229949
12,36,20,0,0.0234265
12,40,24,0,0.0242193
56,36,20,0,0.0235307
12,40,20,0,0.0242193
32,24,28,8,0.0242193
8,12,20,0,0.0236182
4,16,32,0,0.0242193
16,36,20,0,0.0242193
4,12,28,0,0.0298734
56,32,20,0,0.0222036
20,20,16,0,0.0222782
36,28,28,8,0.0755543
8,40,28,0,0.0236711
4,40,28,0,0.022031
32,36,20,0,0.0226411
32,28,32,8,0.0304758
32,40,20,0,0.0239421
4,44,28,0,0.0221061
8,12,28,0,0.0219589
12,8,24,0,0.0230005
20,16,16,0,0.0223333
44,20,12,0,0.0238229
8,40,24,0,0.0221061
60,36,24,0,0.0219948
32,40,24,0,0.0218539
56,16,28,0,0.197267
52,16,20,0,0.197267
32,36,24,0,0.0220504
32,28,20,0,0.0229788
4,8,28,6,0.0245197
12,8,24,6,0.0258332
32,32,4,6,0.0222779
16,12,16,6,0.0234591
32,32,8,6,0.0225373
16,16,12,6,0.02184
20,16,12,6,0.0230401
20,20,8,6,0.0220742
24,20,8,6,0.0218589
28,44,24,6,0.0218579
24,20,4,6,0.0218976
28,44,28,6,0.0218879
4,8,24,6,0.0663959
4,12,24,6,0.0220178
8,12,24,6,0.0230252
8,12,20,6,0.0222385
32,28,4,6,0.0220448
60,36,28,6,0.0218811
28,28,4,6,0.021799
28,28,8,6,0.0224903
48,32,16,6,0.0717296
52,32,16,6,0.0241649
52,32,20,6,0.0218811
52,36,24,6,0.0225817
56,36,24,6,0.0218114
56,36,28,6,0.0233549
16,40,20,6,0.022797
12,12,20,6,0.0218114
20,36,20,6,0.0218114
12,40,28,6,0.0219244
12,44,28,6,0.0216784
8,8,28,6,0.0217431
28,32,8,6,0.0217431
24,32,8,6,0.0217431
24,32,12,6,0.0217431
24,36,16,6,0.195516
20,36,16,6,0.021871
4,16,28,6,0.0217431
0,16,28,6,0.0217431
40,24,4,6,0.0217431
40,24,16,6,0.0217431
40,20,16,6,0.0226749
44,24,8,6,0.196194
44,20,24,6,0.0217431
44,32,12,6,0.0217431
52,20,20,6,0.0220224
56,20,20,6,0.202974
4,20,24,6,0.0218175
48,32,12,6,0.0216775
48,24,12,6,0.0219541
44,24,12,6,0.0221331
48,24,16,6,0.0261531
48,20,16,6,0.0241547
