x,y,z,t,prob
56,36,20,6,0.0621237
44,20,8,8,0.0564238
52,16,20,8,0.063151
56,16,24,8,0.0259161
52,16,24,8,0.0297521
56,36,24,6,0.0276807
44,20,12,8,0.0257598
28,24,4,8,0.0246204
28,32,16,8,0.0248079
28,32,24,6,0.0246807
16,16,12,8,0.0312933
32,28,8,8,0.0263286
36,24,8,8,0.0269117
40,36,16,6,0.0311871
28,20,4,8,0.0246069
32,28,4,8,0.0573231
32,40,24,8,0.0655211
32,36,16,8,0.0296115
32,32,24,6,0.0237462
20,16,12,8,0.0269486
32,36,28,6,0.0234643
20,20,16,8,0.0238555
28,32,28,6,0.0236557
16,16,16,8,0.195487
32,40,20,6,0.0253803
20,24,8,8,0.0236776
32,40,20,8,0.0234902
36,24,4,8,0.0231347
12,16,28,8,0.0231347
12,16,24,8,0.0233501
32,36,24,6,0.0234043
20,20,12,8,0.0440154
24,24,12,8,0.0234043
44,24,32,8,0.0231347
40,24,16,8,0.0246354
40,24,20,8,0.0234169
32,28,0,8,0.0240185
40,28,8,8,0.0245886
12,12,24,8,0.0348211
28,28,8,8,0.0300903
24,28,32,6,0.0294447
12,12,20,8,0.028931
8,12,28,8,0.0252455
20,36,20,8,0.0318032
24,36,12,8,0.0235773
32,32,12,8,0.0234917
32,40,28,8,0.0232416
12,20,28,8,0.0301984
24,20,8,8,0.0257805
24,24,4,8,0.0239066
44,32,8,8,0.02333
12,36,16,8,0.0234336
32,36,24,8,0.0236669
60,32,20,8,0.0280106
4,40,28,8,0.0234169
48,28,8,8,0.0252572
52,28,12,8,0.0244857
12,36,20,8,0.0243593
8,40,20,8,0.0246329
8,40,24,8,0.02287
56,32,16,8,0.0309604
24,32,8,8,0.0314155
24,32,16,6,0.0374128
24,36,24,6,0.0306609
24,20,16,4,0.053894
32,24,4,4,0.034655
32,24,8,4,0.0251912
32,28,28,4,0.0266742
32,24,16,4,0.0339254
24,24,4,4,0.0580855
12,12,28,4,0.0371264
12,12,24,4,0.0309595
32,40,20,2,0.0287023
20,24,8,4,0.194851
16,20,12,4,0.027905
24,24,8,4,0.0255877
8,20,20,4,0.0286887
64,16,24,4,0.0283524
64,16,28,4,0.0344025
40,28,12,4,0.0283152
4,16,24,4,0.0306242
32,36,24,2,0.0307209
20,20,12,4,0.0252856
56,16,28,4,0.0234989
16,16,28,4,0.0247505
20,16,20,4,0.0243784
60,16,20,4,0.0298505
48,24,16,4,0.0253719
56,12,28,4,0.0243784
