x,y,z,t,prob
64,28,24,4,0.0950663
64,28,28,4,0.110833
56,28,16,4,0.0857946
12,8,32,4,0.0290957
12,8,28,4,0.0343338
20,12,20,4,0.0183911
28,36,28,4,0.0258708
12,16,20,0,0.0185335
28,32,16,4,0.0308252
16,12,20,0,0.020127
32,28,16,4,0.0244305
52,20,20,4,0.0193486
52,20,24,4,0.030613
56,20,24,4,0.0185362
20,24,12,4,0.019025
56,20,28,4,0.0183512
36,28,4,4,0.0181653
28,20,16,4,0.0182795
28,20,12,4,0.0227972
36,32,4,4,0.020542
28,24,12,4,0.0312857
24,16,12,0,0.0181981
40,32,8,4,0.0224374
24,16,16,0,0.0183509
40,32,12,4,0.0197122
24,20,16,4,0.239847
8,16,20,4,0.0183437
52,16,20,4,0.0183717
40,24,8,4,0.0183231
48,24,16,4,0.0182673
48,20,20,4,0.0182673
20,16,28,4,0.0183759
12,20,16,4,0.0184551
12,20,20,4,0.0183597
8,20,20,4,0.0185427
8,8,28,0,0.0182673
24,24,24,4,0.0182661
20,24,28,4,0.0193762
4,16,28,4,0.018603
0,16,28,4,0.0185364
12,8,24,0,0.0186464
28,24,20,4,0.0183777
56,28,20,4,0.0185721
4,20,24,4,0.0183033
52,24,16,4,0.0185453
4,16,24,4,0.0183838
56,24,16,4,0.0183838
32,24,8,4,0.0183368
8,24,24,4,0.018545
4,24,24,4,0.0189323
4,24,28,4,0.0187051
16,24,12,4,0.0186871
16,24,16,4,0.0183435
20,16,12,0,0.0184966
36,32,8,4,0.0186731
16,16,28,4,0.0187327
24,32,32,2,0.019114
32,28,12,2,0.018797
20,24,24,2,0.0187829
16,20,32,2,0.0189142
32,36,28,2,0.018797
24,28,24,2,0.018885
24,28,32,2,0.258112
32,36,16,2,0.0187984
8,8,24,2,0.258112
56,36,28,2,0.258112
36,44,24,2,0.018185
48,32,12,2,0.0191271
56,36,24,2,0.0190349
8,16,24,2,0.0189141
8,16,20,2,0.0188499
48,32,16,2,0.0190649
48,32,20,2,0.0183429
52,32,20,2,0.0234592
0,12,28,2,0.0185132
24,24,4,2,0.0187415
24,20,8,2,0.0190334
36,32,8,2,0.0220266
4,8,32,2,0.0190381
8,8,28,2,0.0190826
12,12,20,2,0.0190942
8,12,20,2,0.0191688
32,40,28,2,0.0189776
16,16,12,2,0.0191489
0,8,28,2,0.0184107
36,36,20,2,0.0191196
32,44,24,2,0.0189408
32,40,20,2,0.0191479
4,12,24,2,0.0192312
32,36,24,2,0.0191479
4,12,28,2,0.0191479
12,12,24,2,0.0183283
24,20,4,2,0.023597
36,40,24,2,0.0191479
32,32,12,2,0.0191479
36,40,20,2,0.0226057
12,16,20,2,0.0190497
20,20,8,2,0.0191479
24,20,12,2,0.0190925
28,32,24,6,0.0191479
12,16,28,2,0.0191481
52,28,20,2,0.0191692
44,20,12,2,0.0191479
48,28,16,2,0.0191479
56,28,24,2,0.0191479
56,16,24,2,0.0183058
8,20,28,2,0.0189896
28,28,24,2,0.0406876
28,28,28,2,0.0190648
56,12,24,6,0.0182488
28,36,24,6,0.0188912
12,16,24,6,0.0191479
52,16,20,6,0.0190771
64,40,28,4,0.0191479
64,40,24,4,0.0191479
0,40,28,4,0.0191605
16,36,28,4,0.0183906
44,20,24,0,0.0192035
60,36,20,4,0.0183642
44,20,28,0,0.0191904
60,36,24,4,0.0192046
28,28,0,4,0.03178
52,36,16,4,0.0188031
52,32,16,4,0.0192367
56,36,20,4,0.0192046
4,16,24,0,0.0183043
20,32,20,4,0.0182609
52,28,12,4,0.0181813
52,28,16,4,0.0192046
12,16,16,4,0.0192046
8,12,24,4,0.0192688
20,24,24,8,0.0191013
4,8,28,4,0.019222
44,28,4,4,0.0192046
60,28,24,4,0.0192046
48,28,12,4,0.0192046
48,28,8,4,0.019162
52,28,20,4,0.0192046
8,12,32,0,0.019326
24,28,28,4,0.0192742
24,32,28,4,0.0192046
44,40,24,4,0.0191795
32,24,28,0,0.0192046
48,40,24,4,0.0192046
32,24,32,0,0.258112
48,40,28,4,0.0192046
32,28,32,0,0.0192688
48,44,28,4,0.0192046
8,16,24,0,0.0182524
24,32,20,4,0.0190921
8,16,28,0,0.0188708
24,32,24,4,0.0191857
4,12,24,4,0.0192046
24,36,32,4,0.0192046
16,12,16,0,0.0192046
32,28,12,4,0.0192046
32,36,32,4,0.024535
56,32,24,4,0.256224
52,32,24,4,0.0188788
52,32,20,4,0.0183748
48,32,20,4,0.0192046
56,36,24,4,0.0183748
56,36,28,4,0.0190578
0,8,28,4,0.0192046
40,28,4,4,0.0192046
40,28,8,4,0.0191588
44,28,8,4,0.0187144
44,28,12,4,0.0192046
20,16,20,2,0.0219676
36,32,16,6,0.0192046
32,28,24,0,0.0189217
32,28,16,0,0.158225
28,20,4,0,0.258112
32,24,16,0,0.0183626
36,28,0,0,0.0192474
