x,y,z,t,prob
28,28,12,2,0.11804
20,20,12,2,0.041697
32,28,12,2,0.0956421
32,44,28,2,0.0766106
20,16,24,2,0.0498689
40,28,28,0,0.0525523
12,16,28,2,0.0535824
32,44,24,2,0.0513736
32,40,20,2,0.0416052
24,32,28,2,0.0471164
32,28,8,2,0.0496493
16,40,20,2,0.0495016
12,40,20,2,0.097476
16,36,16,2,0.0512786
48,20,12,2,0.0531638
48,20,16,2,0.102498
8,44,24,2,0.0960101
12,44,24,2,0.0657466
12,40,24,2,0.0518651
24,36,12,2,0.105721
24,32,12,2,0.105192
28,28,24,4,0.0971375
64,8,28,6,0.121342
28,20,8,6,0.0721045
40,20,4,6,0.0876866
48,20,12,6,0.0662889
48,20,8,6,0.0500429
44,20,8,6,0.108942
44,20,4,6,0.045804
40,24,4,6,0.098743
36,24,4,6,0.0458292
36,24,0,6,0.0848662
56,16,16,6,0.0427754
60,12,24,6,0.135208
60,12,20,6,0.0419711
56,12,20,6,0.0421668
56,12,16,6,0.0422687
52,16,16,6,0.0423382
52,16,12,6,0.0423408
20,16,20,8,0.0423532
40,20,8,8,0.0421749
36,24,4,8,0.0419513
56,12,24,8,0.0420012
56,16,20,8,0.0426467
32,40,24,4,0.0421759
40,40,32,4,0.142476
36,28,0,4,0.0423088
40,36,16,4,0.0419503
40,40,28,4,0.0419503
40,36,28,4,0.042813
16,16,24,4,0.0423212
12,12,28,4,0.0419503
32,28,8,0,0.0422108
36,32,12,4,0.0419503
32,28,12,0,0.0419503
36,32,16,4,0.0426335
28,20,4,2,0.0420168
32,24,8,6,0.0419513
36,28,12,0,0.0419789
40,32,16,4,0.142685
40,36,20,4,0.0419091
40,24,4,2,0.0418646
40,24,8,2,0.0418225
16,16,24,2,0.0418941
40,28,24,0,0.0417587
12,16,24,2,0.0421609
28,28,28,8,0.0416512
52,16,24,8,0.042072
28,24,8,8,0.0417587
24,20,8,4,0.0417587
28,24,12,8,0.0417229
20,20,8,4,0.0416155
24,24,12,8,0.0417587
36,24,0,8,0.0417587
48,16,16,8,0.0745266
44,20,12,8,0.0766337
44,20,20,8,0.0416244
40,20,16,8,0.0417484
40,20,20,8,0.0417587
44,20,24,8,0.0417587
36,24,8,8,0.0417229
40,24,8,8,0.0417587
40,24,16,8,0.04191
40,24,12,8,0.0415441
16,16,16,4,0.0417127
20,20,20,8,0.0418379
40,28,24,2,0.142685
36,28,16,0,0.0418856
0,12,28,4,0.0418314
20,20,12,4,0.0418954
16,20,12,4,0.0418061
40,28,28,2,0.041697
12,16,28,4,0.0420572
12,16,16,4,0.041697
20,24,12,4,0.0417656
16,20,20,4,0.041697
16,20,16,4,0.041697
16,20,32,4,0.097049
16,20,28,4,0.041697
16,24,16,4,0.0961369
24,24,4,4,0.041651
32,24,20,0,0.041697
36,28,24,4,0.0416052
20,20,24,4,0.0978165
20,20,28,4,0.041697
36,40,28,4,0.0417412
36,40,20,4,0.041697
36,36,20,4,0.0417995
36,40,24,4,0.0418091
36,44,28,4,0.041697
32,28,16,8,0.041697
32,24,16,4,0.041697
36,28,20,8,0.041646
28,24,0,8,0.0416052
28,24,4,4,0.0416664
32,28,8,8,0.0426886
28,20,4,4,0.0419476
32,24,8,8,0.0418476
32,24,20,4,0.0988596
36,28,24,8,0.0416548
32,24,20,8,0.0982508
24,28,28,8,0.0417058
24,24,20,4,0.0978746
28,28,24,8,0.041697
24,24,12,4,0.041697
28,28,16,8,0.0851494
24,24,8,4,0.0417322
28,28,24,2,0.041697
20,20,16,4,0.0416395
28,28,16,2,0.0415976
24,28,28,2,0.0981012
24,28,28,4,0.0415441
28,28,4,8,0.0415441
32,24,16,8,0.0415173
28,20,8,4,0.041956
32,24,12,8,0.0422713
24,28,24,8,0.0415441
24,16,12,8,0.0415085
32,24,0,8,0.0415263
32,24,4,8,0.0415441
28,20,4,8,0.0415441
28,20,8,8,0.134443
12,8,28,8,0.0415218
16,12,24,8,0.0415441
28,24,8,4,0.0415977
32,28,12,8,0.0415441
32,28,20,8,0.0415441
32,24,24,4,0.0550155
36,28,28,8,0.0733381
52,16,16,8,0.0472434
40,24,4,8,0.0415263
48,20,12,8,0.0415441
24,24,16,4,0.0851153
48,16,12,6,0.0415136
20,20,12,6,0.0418069
24,28,24,4,0.0416282
16,16,16,2,0.0617877
20,20,20,6,0.0853613
28,28,20,4,0.0415013
28,28,12,4,0.0974285
32,28,16,4,0.0947488
32,24,8,4,0.098317
32,24,12,0,0.0515016
36,28,16,4,0.134362
32,20,24,4,0.14237
32,20,28,4,0.135162
28,28,16,4,0.0417643
32,24,16,0,0.1424
36,28,20,4,0.13088
32,24,12,4,0.134526
32,24,4,4,0.13679
32,24,0,6,0.132869
24,20,8,6,0.0501422
28,24,8,6,0.136312
64,8,24,6,0.130861
0,8,28,6,0.12897
44,20,8,2,0.125752
44,20,12,2,0.0541384
48,16,12,2,0.130721
52,16,16,2,0.134749
40,20,4,2,0.125931
56,12,28,2,0.128064
40,20,8,2,0.104241
56,12,24,2,0.116738
16,12,24,2,0.116967
32,32,12,2,0.115543
32,20,20,6,0.101933
32,40,28,2,0.0976518
32,36,24,2,0.0833888
32,36,28,2,0.14264
32,36,20,2,0.123361
28,32,20,2,0.0729413
52,16,20,2,0.10548
24,32,20,2,0.127944
56,16,24,2,0.0542746
24,36,32,2,0.123587
24,36,28,2,0.142551
24,36,24,2,0.0791474
16,20,20,6,0.0801492
20,16,12,2,0.0753159
24,20,16,6,0.0773516
16,16,20,2,0.077048
20,20,24,6,0.0951176
20,20,16,6,0.0966118
24,20,12,6,0.142586
16,16,24,6,0.078428
12,16,24,6,0.0985947
16,16,20,6,0.142575
20,16,20,6,0.0771312
20,16,16,6,0.0758961
12,16,32,6,0.0758961
12,12,28,6,0.0748128
12,12,24,6,0.0758961
12,16,20,2,0.0758961
16,20,24,6,0.0754513
12,16,28,6,0.0760781
60,8,24,6,0.101576
32,24,4,6,0.0758961
64,12,24,6,0.116919
28,28,20,8,0.0751681
32,20,20,4,0.0423377
12,8,28,4,0.141708
24,16,12,4,0.0978206
28,24,4,0,0.0748128
32,28,8,4,0.0758961
24,20,20,4,0.103353
40,20,8,4,0.0758961
32,20,28,8,0.0968172
32,36,12,4,0.0758961
28,28,4,0,0.094962
32,32,8,4,0.0758961
32,28,0,4,0.0754058
28,28,0,0,0.0758958
32,32,4,4,0.0753834
32,24,28,8,0.07474
32,44,28,4,0.0751398
36,24,0,4,0.0752758
56,16,20,4,0.0781849
44,24,8,4,0.0753834
40,24,8,4,0.0748469
20,16,16,4,0.074954
24,20,16,4,0.0786703
32,36,32,4,0.074954
36,36,16,4,0.076399
28,24,12,2,0.0990552
32,28,16,6,0.0964948
32,24,12,2,0.0756494
36,28,16,6,0.0966266
32,24,16,2,0.0745266
36,28,20,6,0.101388
28,24,0,6,0.0745266
28,24,8,2,0.0745267
32,28,12,6,0.0738924
32,28,0,6,0.0748999
24,24,12,2,0.0745267
28,28,16,6,0.0598049
24,28,24,6,0.0742089
24,28,28,6,0.0745267
24,24,8,2,0.0743147
28,28,12,6,0.0745266
28,28,4,6,0.0745267
24,24,20,2,0.0742089
28,28,24,6,0.0951127
32,24,20,2,0.0745267
36,28,24,6,0.0745266
4,16,28,2,0.0418591
36,28,28,0,0.134685
8,16,28,2,0.0954973
36,28,24,0,0.0767179
8,16,24,2,0.112458
32,44,32,2,0.0753959
28,32,28,2,0.129389
24,28,24,2,0.108668
24,32,32,2,0.0761613
16,16,28,2,0.041697
28,32,24,2,0.142332
20,20,16,2,0.0950221
20,20,20,2,0.0761327
52,24,20,2,0.096213
48,24,20,2,0.0772439
48,24,16,2,0.142408
56,24,28,2,0.0955084
56,24,24,2,0.0966132
52,24,24,2,0.0738924
48,16,16,2,0.0746689
52,12,24,2,0.0747698
52,12,20,2,0.0745266
16,20,20,2,0.0745266
24,28,20,0,0.0747405
20,28,32,0,0.0749754
32,20,16,0,0.0949617
32,20,20,0,0.0981479
32,16,28,0,0.0745266
32,20,28,0,0.0769179
16,20,24,2,0.0774352
20,28,28,0,0.0771394
32,16,32,0,0.074357
32,20,24,0,0.095968
24,28,24,0,0.0741033
32,28,0,0,0.074849
32,24,8,0,0.0949336
36,28,20,0,0.0758658
32,28,16,0,0.07445
24,28,28,0,0.0756661
24,28,32,0,0.0732615
36,28,16,2,0.0742085
32,28,16,2,0.076067
32,24,8,2,0.0779363
36,28,28,2,0.0732615
32,28,4,0,0.0738916
36,32,8,4,0.0738916
40,36,24,4,0.0760319
56,12,24,4,0.0949248
56,12,28,4,0.140339
44,24,16,4,0.140339
48,24,16,4,0.140339
52,24,20,4,0.140339
40,24,4,4,0.140339
56,24,24,4,0.140172
60,12,24,4,0.0417691
48,16,12,4,0.141881
44,20,8,4,0.0676175
40,20,4,4,0.141032
48,20,12,4,0.0757608
8,8,28,4,0.141968
16,12,24,4,0.141981
20,16,20,4,0.0420571
16,12,20,4,0.141808
32,20,24,8,0.142127
32,40,20,4,0.0418389
32,36,16,4,0.141729
32,24,24,8,0.142542
16,16,20,4,0.140629
20,20,24,8,0.041697
44,20,28,8,0.140999
12,12,24,4,0.140584
16,16,28,8,0.0417587
32,40,28,8,0.141653
32,44,28,8,0.0668833
32,36,20,8,0.141564
8,8,28,8,0.142518
32,20,28,6,0.142487
4,8,28,8,0.0431886
28,28,8,4,0.142431
32,32,12,8,0.107445
32,36,12,8,0.142296
32,36,16,8,0.0482667
32,40,20,8,0.142119
32,40,24,8,0.0416513
32,20,28,2,0.141945
32,20,20,2,0.0417587
32,20,24,2,0.141339
40,28,32,2,0.0745266
16,20,24,4,0.141601
48,20,16,8,0.0417348
32,28,0,8,0.142644
28,24,0,4,0.142485
32,28,4,8,0.142566
28,28,0,4,0.142421
32,32,4,8,0.142467
28,28,4,4,0.142382
32,32,8,8,0.142382
44,24,12,2,0.142382
20,16,16,8,0.14237
60,12,28,8,0.142382
20,16,12,4,0.142365
24,20,16,8,0.142382
24,20,12,8,0.142382
56,12,28,8,0.142382
44,20,8,8,0.142375
52,16,20,8,0.142382
36,28,20,2,0.142382
8,16,20,4,0.142382
36,28,24,2,0.142382
8,16,24,4,0.142382
4,12,28,4,0.142382
24,32,24,2,0.142382
16,20,28,2,0.142366
28,32,16,2,0.142382
20,24,8,4,0.142374
28,28,8,2,0.142382
24,20,20,2,0.0421535
20,20,24,2,0.142399
20,20,28,2,0.0419047
20,24,28,2,0.142382
24,24,28,2,0.14239
28,32,12,2,0.142385
60,12,28,2,0.142383
16,40,16,2,0.142382
32,36,12,2,0.142379
32,36,16,2,0.142382
32,24,24,6,0.142382
20,16,20,2,0.142382
8,8,28,2,0.142382
12,8,28,2,0.142382
12,12,28,2,0.041697
16,20,12,2,0.142357
28,28,12,8,0.142376
24,28,32,2,0.142357
32,24,4,2,0.14261
28,28,0,2,0.142308
32,24,0,2,0.0420762
20,28,32,2,0.142308
36,28,28,4,0.0420475
56,16,20,2,0.142357
32,32,16,2,0.0972323
20,16,16,2,0.142271
24,16,12,2,0.126861
36,28,12,2,0.142289
36,24,4,2,0.142053
60,12,24,2,0.0963864
32,32,4,2,0.142347
32,32,8,2,0.105802
36,24,0,2,0.142465
24,20,12,2,0.126536
32,20,24,6,0.142412
24,20,8,2,0.142609
24,24,4,2,0.142547
32,40,24,2,0.075067
4,12,28,2,0.142602
32,36,28,4,0.100853
36,24,4,4,0.142656
32,36,24,4,0.0742882
12,20,20,4,0.142604
28,28,20,0,0.142474
32,32,24,4,0.14267
60,12,28,4,0.0964013
12,8,24,4,0.142653
44,20,12,4,0.142307
52,16,16,4,0.142422
