x,y,z,t,prob
56,24,32,2,0.0614838
44,28,8,2,0.115638
4,12,24,2,0.0804319
20,20,12,2,0.0660745
20,24,28,2,0.0689981
24,24,4,2,0.0344466
20,24,8,2,0.0212935
8,24,32,2,0.228685
24,24,20,2,0.0281971
4,24,28,2,0.0249647
56,12,24,0,0.05425
24,28,28,2,0.0224713
48,32,16,2,0.0215913
28,24,8,2,0.0371767
24,24,8,2,0.0213533
56,20,24,2,0.0447732
52,20,24,2,0.0214039
44,20,28,2,0.0209303
32,24,4,2,0.0208902
56,20,28,2,0.023546
60,20,28,2,0.0208902
8,24,24,2,0.0215069
32,24,32,2,0.0208186
20,28,8,2,0.0209863
32,24,8,2,0.0210064
20,24,16,2,0.0222849
16,24,20,2,0.02082
12,24,20,2,0.02082
12,24,24,2,0.0238236
48,24,12,2,0.020811
60,32,28,2,0.0207521
60,12,28,0,0.0208109
28,28,32,2,0.0207652
28,28,28,2,0.02082
28,28,24,2,0.02082
44,28,4,2,0.0283849
56,24,28,2,0.0225087
36,24,28,2,0.02082
24,28,4,2,0.02082
60,24,28,2,0.0561377
52,24,16,2,0.0211655
52,24,20,2,0.020891
56,24,24,2,0.0209187
52,32,24,2,0.020796
28,28,16,2,0.036859
28,32,24,2,0.0210687
56,32,28,2,0.0208029
28,32,20,2,0.224601
32,32,20,2,0.232636
20,12,20,6,0.0207691
8,16,20,6,0.233404
8,12,20,6,0.020772
4,12,24,6,0.0207953
32,24,12,6,0.020772
8,8,28,4,0.0209071
16,12,24,4,0.0224456
36,28,0,4,0.0256172
44,20,28,4,0.0208687
32,24,4,4,0.0213556
56,32,16,4,0.0257299
56,32,20,4,0.0207821
60,36,20,4,0.0207826
48,24,12,4,0.0207733
52,24,12,4,0.0215211
52,24,16,4,0.0208223
44,24,4,4,0.0207689
40,24,4,4,0.020772
44,24,12,4,0.0208114
20,20,28,4,0.0207815
48,24,16,4,0.020744
52,28,20,4,0.0207667
48,24,8,4,0.020765
16,20,32,4,0.020744
44,20,8,4,0.0207524
36,24,0,4,0.020801
60,24,24,4,0.020772
52,16,16,4,0.020772
32,28,12,4,0.0208875
64,24,28,4,0.020772
48,28,16,4,0.0207852
56,28,24,4,0.020917
56,24,16,4,0.221997
48,24,20,4,0.0214975
56,24,20,4,0.020772
20,36,28,8,0.020772
60,24,20,4,0.020772
56,12,24,4,0.0208242
52,24,20,4,0.0512115
32,28,4,4,0.0207756
20,16,16,4,0.0208226
24,16,12,4,0.020772
24,20,12,4,0.0207584
0,20,28,4,0.020908
16,24,12,4,0.020751
0,16,28,4,0.020847
52,32,12,4,0.0209874
48,16,20,4,0.0208384
40,24,8,4,0.0207824
8,8,24,4,0.0207328
28,28,12,4,0.0207477
52,16,20,4,0.0208206
20,20,20,4,0.0208031
44,28,12,4,0.0207582
44,32,8,2,0.020748
40,20,20,0,0.0206882
8,36,24,2,0.0208186
8,40,28,2,0.0210077
16,16,12,2,0.0216714
36,24,0,2,0.0229042
32,40,28,2,0.0219763
28,24,16,2,0.0213339
44,24,32,2,0.0234072
32,28,8,2,0.0214275
32,28,12,2,0.0208045
8,12,24,2,0.0209664
16,16,16,2,0.0210125
12,16,16,2,0.0211362
52,16,24,2,0.0247059
12,12,20,2,0.0207589
20,16,16,2,0.0219824
52,24,28,2,0.0209198
40,28,4,2,0.0208111
8,16,24,2,0.0208078
32,36,16,2,0.0208111
44,20,20,2,0.0219564
40,20,20,2,0.0211437
28,36,24,2,0.0272977
32,32,8,2,0.0207999
36,24,8,2,0.020858
