x,y,z,t,prob
52,16,24,6,0.121236
24,20,20,0,0.242606
40,36,16,4,0.0805841
24,16,20,0,0.0219795
40,32,16,4,0.0243941
52,16,24,4,0.0184762
4,8,24,0,0.0163051
20,24,20,4,0.0178788
16,16,28,4,0.0287557
20,16,20,4,0.0293715
52,16,20,4,0.0196643
20,16,12,4,0.100949
32,28,4,4,0.251268
32,28,0,4,0.0182207
32,32,4,4,0.0161917
16,16,12,0,0.0303086
32,32,8,4,0.0209378
32,24,8,4,0.0164443
28,24,12,4,0.0162272
28,24,16,4,0.0163588
4,8,28,0,0.0226064
20,24,24,4,0.25176
8,8,28,0,0.0161826
24,24,24,4,0.0162726
28,24,0,4,0.0163556
20,24,28,4,0.0163371
32,40,24,4,0.0162467
24,24,16,4,0.0163775
24,24,12,4,0.0181044
8,20,28,4,0.0163744
60,16,28,4,0.0168677
44,24,12,4,0.0163123
24,16,12,4,0.0256184
56,16,24,4,0.0345785
44,24,8,4,0.0162213
32,28,8,4,0.0162648
52,20,16,4,0.0163528
48,16,12,4,0.01623
48,20,12,4,0.016335
48,20,8,4,0.016344
44,20,8,4,0.0163451
44,20,4,4,0.0162764
40,20,4,4,0.0162645
40,24,4,4,0.0172301
56,16,20,4,0.0161379
56,12,20,4,0.0162085
56,16,16,4,0.0160848
52,16,12,4,0.0235719
32,24,32,4,0.0162276
36,24,0,4,0.0163463
16,20,12,4,0.250278
56,24,20,6,0.0162093
60,24,20,6,0.253594
60,24,24,6,0.0163096
64,24,24,6,0.0162085
4,16,24,8,0.0162093
12,24,16,0,0.0180528
20,20,12,0,0.0162093
0,12,28,0,0.0162034
24,20,8,0,0.252544
44,24,16,0,0.0162097
32,36,20,0,0.0162852
28,24,0,0,0.0161976
36,36,20,0,0.0256308
8,16,28,0,0.0163247
36,24,28,0,0.016373
20,20,16,0,0.0591521
48,24,24,0,0.0163104
52,24,24,0,0.0162141
56,24,32,0,0.0161926
28,24,16,0,0.0161239
24,24,16,0,0.0162641
20,16,24,8,0.0163098
52,24,20,0,0.0162851
24,36,24,6,0.0162148
56,24,24,0,0.0161035
16,36,16,6,0.252719
36,24,24,0,0.0163295
40,24,4,0,0.25176
44,24,4,0,0.016252
48,24,8,0,0.25105
36,24,20,0,0.0161887
64,24,24,0,0.0175871
64,24,28,0,0.0162218
60,24,24,0,0.0163254
16,36,12,6,0.0161975
24,32,20,6,0.0162218
56,24,20,0,0.0162218
60,24,20,0,0.0162183
40,36,20,0,0.25048
40,36,24,0,0.25176
44,40,28,0,0.0162444
44,40,32,0,0.0162202
28,32,8,0,0.0162143
36,28,8,0,0.0162027
40,32,16,0,0.0161975
40,32,20,0,0.0161975
