x,y,z,t,prob
48,24,24,0,0.059043
52,24,24,0,0.0861119
56,12,28,0,0.0621197
52,24,28,0,0.0827764
56,24,32,0,0.0587936
60,12,28,0,0.032232
60,32,24,0,0.0412128
56,16,28,2,0.0580602
56,32,24,0,0.0321157
20,20,20,0,0.0291099
56,32,20,0,0.026191
52,16,24,2,0.027495
40,36,16,0,0.0364443
40,32,16,0,0.0261834
52,16,24,0,0.0263386
20,24,20,0,0.0291049
16,16,28,0,0.0245343
20,16,20,0,0.0243609
52,16,20,0,0.0246261
20,16,12,0,0.0243228
32,28,4,0,0.0242593
32,28,0,0,0.0245343
32,32,4,0,0.0245343
32,32,8,0,0.0244452
32,24,8,0,0.0245343
28,24,12,0,0.0245343
28,24,16,0,0.0245343
20,24,24,0,0.0245343
24,24,24,0,0.0280155
28,24,0,0,0.032421
20,24,28,0,0.0364118
24,24,16,0,0.0269286
24,24,12,0,0.024316
8,20,28,0,0.0241764
60,16,28,0,0.0360233
44,24,12,0,0.0421025
24,16,12,0,0.0255463
56,16,24,0,0.0248024
44,24,8,0,0.0244931
32,28,8,0,0.0249267
52,20,16,0,0.0255298
48,16,12,0,0.0242761
48,20,12,0,0.0242655
48,20,8,0,0.0242982
44,20,8,0,0.0243312
44,20,4,0,0.0244714
40,20,4,0,0.0242367
40,24,4,0,0.0242367
56,16,20,0,0.0257119
56,12,20,0,0.0242367
56,16,16,0,0.205729
52,16,12,0,0.0242367
32,24,32,0,0.0250159
36,24,0,0,0.0252444
16,20,12,0,0.0242367
20,20,8,0,0.024503
32,28,32,0,0.0243089
12,8,24,2,0.0252333
12,24,16,2,0.0250223
20,12,20,2,0.0243006
24,32,8,2,0.0242367
36,36,16,2,0.0242302
56,24,32,2,0.0242752
32,24,32,2,0.0242503
56,28,32,2,0.0242367
28,32,28,2,0.0245485
28,32,32,2,0.0242367
0,32,28,2,0.0244074
0,36,28,2,0.0242367
40,36,16,2,0.0265805
20,20,16,2,0.0242367
40,32,16,2,0.0314829
32,40,24,2,0.0242593
52,40,20,2,0.0241334
36,24,16,2,0.0238482
36,24,12,2,0.0237239
52,24,28,2,0.0246394
24,24,20,2,0.0240603
56,40,24,2,0.0245728
20,32,8,2,0.0307236
40,28,8,2,0.0258247
44,28,8,2,0.0279935
28,24,20,2,0.025175
24,24,24,2,0.0250278
28,24,12,2,0.0285474
52,16,24,4,0.0266346
28,24,8,2,0.0269168
20,24,20,2,0.0269168
48,32,16,2,0.0269168
44,32,12,2,0.059002
40,28,12,2,0.025083
44,28,12,2,0.0264676
20,20,12,2,0.0266318
52,28,16,2,0.0244091
20,36,16,8,0.0246014
40,28,4,2,0.0252601
56,28,28,2,0.0257588
52,28,28,2,0.0246619
52,28,24,2,0.0246271
36,28,4,2,0.0258064
0,8,28,2,0.0248388
8,12,24,2,0.0242912
52,24,20,2,0.0244998
32,32,12,2,0.0242911
48,24,12,2,0.0253661
56,28,16,2,0.0242911
56,36,24,2,0.0242912
56,36,20,2,0.0263296
60,36,24,2,0.0245666
60,36,28,2,0.0242912
36,24,0,2,0.0242912
60,12,28,2,0.0242911
48,28,16,0,0.0256862
48,24,20,0,0.0310345
64,12,24,0,0.0241544
12,16,20,0,0.0242911
44,20,20,0,0.0285243
40,20,20,0,0.0241867
40,24,16,0,0.0242671
40,24,12,0,0.0242911
40,24,8,0,0.0242911
36,24,8,0,0.0242911
32,40,28,0,0.0242911
24,24,20,0,0.0242912
40,28,4,0,0.024284
0,20,28,0,0.0242912
4,20,28,0,0.0242911
4,20,24,0,0.0242912
8,20,24,0,0.0242775
8,20,20,0,0.0263166
36,24,4,0,0.0242912
20,20,24,0,0.0242912
24,20,20,0,0.0247818
24,32,32,0,0.024323
24,32,28,0,0.0242912
32,36,28,0,0.0242258
32,32,12,0,0.0242912
28,36,28,0,0.0243796
32,32,20,0,0.0242912
32,32,16,0,0.0266751
48,28,20,0,0.0249209
16,20,24,8,0.025384
44,28,12,0,0.0242911
36,28,4,0,0.024306
32,36,24,0,0.0242911
28,28,12,0,0.0246776
56,28,28,0,0.0242912
52,28,28,0,0.0242551
20,20,32,8,0.0242911
64,40,24,0,0.0249169
60,36,20,0,0.204132
60,36,24,0,0.0243951
64,36,24,0,0.0244133
12,20,20,0,0.0242737
64,40,28,0,0.0242576
0,40,28,0,0.024685
8,16,28,0,0.0242911
56,36,16,0,0.205687
52,32,12,0,0.0242912
52,32,16,0,0.0242912
56,36,20,0,0.0242443
20,20,12,0,0.0242911
12,20,24,0,0.0243533
28,24,4,0,0.0242519
20,24,8,0,0.0242912
44,32,8,8,0.0242911
44,28,8,8,0.0242912
20,16,20,4,0.0242911
36,32,16,8,0.0242463
40,28,4,8,0.0242911
