x,y,z,t,prob
24,16,16,0,0.091541
44,20,28,0,0.0888714
48,16,20,0,0.0885759
36,24,12,0,0.0876504
16,20,32,0,0.0883542
8,8,28,0,0.0886538
36,20,24,0,0.0875716
36,24,8,0,0.0891666
56,28,32,0,0.0870422
44,40,32,0,0.0879653
12,8,28,0,0.0882313
32,32,16,0,0.087687
4,8,28,0,0.0878721
20,20,24,0,0.0881109
52,24,24,0,0.0874194
40,24,12,0,0.0874966
48,24,20,0,0.0863153
44,24,16,0,0.0877411
48,24,24,0,0.0868243
28,28,28,0,0.0875956
52,16,20,0,0.0874944
4,12,28,0,0.0872451
36,28,4,6,0.088188
12,16,24,0,0.0855611
28,28,0,6,0.0871867
32,8,20,4,0.0856788
56,28,28,4,0.0878461
32,12,20,4,0.0873648
4,28,28,4,0.0879478
32,12,16,4,0.0880253
8,28,28,4,0.0865735
8,28,24,4,0.08744
32,16,16,4,0.086646
52,28,24,4,0.086328
12,28,24,4,0.0855381
12,28,20,4,0.087499
16,28,20,4,0.0874989
28,0,28,4,0.0865493
48,28,20,4,0.0864881
16,28,16,4,0.0874989
32,0,32,4,0.0874656
32,28,0,6,0.0873988
40,28,8,6,0.0874989
36,28,8,6,0.0874989
40,28,12,6,0.0874489
32,24,0,6,0.0855381
52,28,20,6,0.0869338
32,36,12,0,0.0864
56,28,24,6,0.0855607
16,12,24,2,0.0862674
32,4,24,6,0.0863893
32,28,4,6,0.0864802
52,28,24,6,0.0864968
48,28,24,6,0.0854577
44,28,16,6,0.0871184
40,28,16,6,0.0868277
32,12,20,6,0.0854376
48,28,20,6,0.087013
32,8,28,6,0.0877783
4,28,32,6,0.0877784
32,24,8,6,0.0854035
32,16,16,6,0.0854035
32,8,24,6,0.0880474
32,4,28,6,0.0869157
8,28,32,6,0.0881175
32,36,20,0,0.0853974
56,28,32,6,0.0875711
44,28,20,6,0.0865006
32,12,24,6,0.086487
16,28,20,6,0.0879274
12,28,24,6,0.0878828
20,28,16,6,0.0876603
8,28,28,6,0.0854127
12,28,28,6,0.0856176
44,28,20,8,0.0879036
28,36,32,0,0.0854035
44,20,8,0,0.0854035
28,24,0,0,0.0854035
56,24,24,0,0.0854035
40,40,32,0,0.0854035
48,16,12,0,0.0854035
12,12,28,0,0.0953494
20,16,24,0,0.0854035
40,40,28,0,0.0853984
40,36,28,0,0.0854035
32,32,24,0,0.0877207
16,12,24,0,0.0865207
40,36,20,0,0.0869986
40,32,16,0,0.0872989
36,32,16,0,0.0872989
36,28,8,0,0.0859711
36,32,8,0,0.0863002
40,36,24,0,0.0854035
4,8,24,0,0.0854035
20,16,12,0,0.0853882
8,8,24,0,0.0854035
60,12,24,0,0.0866779
12,12,20,0,0.0858704
16,16,12,0,0.0894039
32,36,32,0,0.0854035
32,8,24,4,0.0854035
32,16,12,8,0.0862682
28,28,0,8,0.0864806
48,28,20,8,0.0871813
32,24,4,8,0.0860005
32,4,28,8,0.0878193
32,12,20,8,0.0873948
32,28,0,8,0.0854035
36,28,8,8,0.0863762
52,28,28,8,0.085401
44,28,24,8,0.0853933
48,28,24,8,0.0860563
28,28,8,8,0.0854035
20,28,16,8,0.0869045
16,28,24,8,0.0859075
12,28,28,8,0.0875342
32,20,12,8,0.0858069
40,28,16,8,0.0854035
32,8,32,8,0.0854035
32,16,20,8,0.0883848
24,28,16,8,0.0873575
48,28,28,8,0.0880064
32,8,28,8,0.0869779
32,16,16,8,0.0873881
32,12,24,8,0.085395
52,28,28,6,0.0853967
24,28,12,6,0.0853959
32,28,4,8,0.0853933
36,28,4,8,0.0861626
40,28,8,8,0.0876814
44,28,16,8,0.0860083
12,28,24,8,0.0854035
28,28,4,8,0.0862634
24,28,12,8,0.086607
36,28,12,8,0.0868838
20,28,12,8,0.0854035
32,24,0,8,0.0853994
32,36,16,2,0.0854035
56,28,28,8,0.0854035
16,28,16,8,0.0877067
28,24,0,8,0.0874397
40,28,12,8,0.0866436
20,28,20,8,0.0878166
16,28,20,8,0.0866578
24,28,8,8,0.0872714
52,28,24,8,0.0870907
32,12,16,8,0.0854035
32,8,24,8,0.0871308
32,24,8,8,0.0853789
32,20,8,8,0.0869316
56,28,28,0,0.0876274
56,12,20,0,0.0874883
44,20,12,0,0.0853882
56,16,20,0,0.0853728
40,28,12,0,0.0878257
36,28,0,0,0.0853728
36,28,4,0,0.0853933
56,12,24,0,0.0855558
40,28,4,0,0.0861266
40,28,8,0,0.0853843
44,28,8,0,0.0861485
44,28,12,0,0.0853728
32,28,8,0,0.0872133
32,32,20,0,0.0859531
28,32,24,0,0.0867852
20,20,12,0,0.085455
16,20,20,0,0.0864154
56,16,24,0,0.0872925
56,12,28,0,0.0886676
52,16,24,0,0.0874272
16,16,20,0,0.0893883
20,24,28,0,0.0903233
36,32,12,0,0.0897642
28,28,20,0,0.0877245
36,36,20,0,0.0875226
16,12,16,2,0.11396
24,24,12,2,0.0880304
36,24,0,2,0.087737
48,16,12,2,0.0877677
52,12,20,2,0.0873982
32,32,8,2,0.0894695
32,32,4,2,0.0893551
48,24,20,2,0.0887185
52,24,20,2,0.0881588
52,16,16,2,0.0894695
56,12,24,2,0.0894695
16,20,24,2,0.0882581
12,8,24,2,0.0871445
24,20,8,2,0.0884557
4,16,24,2,0.0894695
8,16,24,2,0.0866675
16,12,20,2,0.0876648
56,16,20,2,0.0871346
48,20,16,2,0.0873629
56,16,24,2,0.087987
8,20,20,2,0.087321
20,20,12,2,0.0871995
20,24,8,2,0.0885297
24,24,8,2,0.0877263
24,24,4,2,0.0868599
48,32,20,0,0.0885114
28,32,28,0,0.0880959
56,24,28,0,0.0886241
48,20,32,0,0.0894042
48,20,28,0,0.0880267
32,24,8,0,0.0881549
24,24,24,0,0.0882879
24,24,28,0,0.0882121
24,28,28,0,0.0893062
28,28,12,0,0.0893062
28,24,12,0,0.0894041
28,24,16,0,0.0893001
28,24,20,0,0.0874469
24,24,20,0,0.0880064
32,32,12,0,0.088099
32,44,28,0,0.089009
32,44,32,0,0.0875359
0,12,28,0,0.0880859
32,36,28,0,0.0915489
8,12,20,0,0.0954147
4,12,24,0,0.095496
12,16,20,0,0.0954552
8,12,24,0,0.0954611
16,20,16,0,0.0954339
24,24,8,0,0.0968639
32,56,28,4,0.0954955
4,28,24,4,0.0953965
32,0,24,4,0.0954393
32,20,4,4,0.0954056
64,32,28,4,0.0954424
28,60,28,4,0.0954061
44,28,16,4,0.0953863
48,28,16,4,0.0953805
32,60,24,4,0.0953849
60,32,28,4,0.0953906
44,28,12,4,0.0953934
28,60,24,4,0.0953962
28,0,24,4,0.0953734
28,4,24,4,0.0953656
12,28,16,4,0.0954032
32,4,20,4,0.0954656
28,4,20,4,0.0953738
0,32,28,4,0.0953787
52,28,20,4,0.0954095
56,28,24,4,0.0953689
60,28,28,4,0.0953794
32,4,28,4,0.0953799
32,0,28,4,0.0953857
32,4,24,4,0.0953808
64,28,32,4,0.0953857
32,24,0,0,0.0953857
52,32,24,2,0.0953857
56,32,28,2,0.0953679
48,36,12,2,0.0953773
44,36,12,2,0.0953857
32,28,4,2,0.0953857
24,20,12,2,0.0953857
20,16,20,2,0.0953857
32,28,8,2,0.0953689
36,40,24,2,0.0954405
36,40,28,2,0.0954004
8,8,28,2,0.0953645
12,8,28,2,0.0953686
32,32,12,2,0.0953936
12,12,20,2,0.0953717
36,28,0,2,0.0953625
44,32,8,2,0.0953789
32,32,16,2,0.0953717
32,32,20,2,0.09541
52,16,16,0,0.0953789
32,36,32,2,0.0953717
44,32,12,2,0.0953725
12,12,28,2,0.0953645
40,32,4,2,0.0953612
40,32,8,2,0.0953925
64,20,28,2,0.095361
56,44,28,2,0.0953796
40,24,4,2,0.0953947
44,24,8,2,0.0953641
44,28,8,2,0.0954026
40,28,8,2,0.0953672
44,28,12,2,0.0953578
48,28,12,2,0.0953536
28,32,32,2,0.0953873
24,32,32,2,0.0953514
52,36,16,2,0.0953514
52,24,24,2,0.0953514
48,28,16,2,0.0953514
36,28,4,2,0.0953514
40,28,4,2,0.0953514
48,32,20,2,0.0953514
52,32,20,2,0.0953657
48,32,16,2,0.0954134
48,36,16,2,0.095348
60,12,28,2,0.0953514
56,12,28,2,0.0953626
52,16,20,2,0.0953499
52,36,20,2,0.0953793
28,28,12,2,0.0953498
28,28,16,2,0.0953504
16,16,28,0,0.0953504
32,16,12,2,0.0953494
32,8,16,2,0.0953495
32,12,16,2,0.0953495
32,12,12,2,0.0953495
32,28,0,2,0.0953494
32,20,4,2,0.0953494
32,8,20,2,0.0953753
28,56,24,2,0.0954115
28,60,24,2,0.0953652
32,4,20,2,0.0953529
32,4,24,2,0.0953494
32,0,24,2,0.0953494
32,60,24,2,0.0953696
32,56,24,2,0.0953711
32,56,28,2,0.0953632
28,0,24,2,0.0953573
28,4,24,2,0.0953528
28,0,28,2,0.0953494
28,8,20,2,0.0953492
28,4,20,2,0.0953494
28,8,16,2,0.0864254
32,24,0,4,0.0953494
32,24,4,4,0.0953495
32,28,0,4,0.0953537
24,24,12,0,0.0953494
36,36,16,0,0.0953494
60,28,28,6,0.0953667
44,28,12,6,0.0953725
32,24,4,6,0.0953494
24,28,4,6,0.0953883
32,16,12,6,0.0953645
32,20,4,6,0.0953868
20,28,12,6,0.0953883
32,12,16,6,0.0953603
32,20,12,6,0.0953494
32,36,16,0,0.0953494
56,28,28,6,0.0953492
28,28,8,6,0.0953694
12,28,20,6,0.0953494
8,28,24,6,0.0953494
4,28,28,6,0.0953494
32,8,20,6,0.0953489
28,28,4,6,0.0953494
32,20,8,6,0.0953483
32,16,8,6,0.0953483
48,28,16,6,0.0953494
32,0,28,6,0.0953494
32,0,32,6,0.0954186
16,28,16,6,0.0953694
8,12,28,0,0.0953645
16,16,24,2,0.0953471
32,36,28,2,0.0953486
40,20,4,2,0.0953477
40,20,12,2,0.0954359
56,24,28,2,0.0953627
52,24,28,2,0.0953494
20,20,24,2,0.0953495
52,40,24,2,0.0953494
0,20,28,2,0.0953494
56,40,24,2,0.0953494
40,24,12,2,0.0953494
48,24,8,2,0.0953477
48,24,12,2,0.0953853
52,24,12,2,0.0953463
52,24,16,2,0.0953495
56,24,16,2,0.0953494
56,24,20,2,0.0953494
60,20,20,2,0.0953494
60,20,24,2,0.0953484
64,20,24,2,0.0953495
36,24,4,2,0.0953665
40,20,16,2,0.0953607
44,20,24,2,0.0953672
56,40,28,2,0.0953486
8,20,24,2,0.0953507
28,20,8,0,0.0953506
28,20,4,0,0.0953494
24,16,12,0,0.0953495
32,32,4,0,0.0953477
36,24,0,0,0.0953861
32,32,8,0,0.0953464
32,28,0,0,0.0953673
52,12,20,0,0.0954251
40,20,4,0,0.0953738
52,12,24,0,0.0953791
48,16,16,0,0.0953496
28,24,8,0,0.0953477
40,20,8,0,0.0953867
16,12,20,0,0.0953476
20,16,16,0,0.095348
24,20,20,0,0.0953474
40,24,4,0,0.117141
32,44,24,0,0.0953562
36,40,28,0,0.0953459
12,8,24,0,0.0953477
36,40,24,0,0.0953481
24,20,4,0,0.0953477
16,12,16,0,0.0953477
16,16,24,0,0.0953739
12,12,32,0,0.0953442
28,32,28,2,0.117021
28,32,24,2,0.117021
48,24,16,2,0.117021
60,24,20,2,0.117029
12,16,28,2,0.11698
44,24,12,2,0.117002
20,20,16,2,0.0938919
24,20,16,2,0.117021
28,28,20,2,0.117089
52,40,20,2,0.117126
44,20,12,2,0.117084
28,28,24,2,0.117106
32,28,12,2,0.117059
32,36,24,2,0.116969
56,28,32,8,0.116964
32,36,20,2,0.116964
48,16,20,2,0.117009
36,36,20,2,0.116988
36,36,16,2,0.116851
32,32,24,2,0.116832
36,40,20,2,0.116832
4,16,28,2,0.116836
56,20,20,2,0.116801
32,20,8,2,0.114849
56,32,24,2,0.115882
48,32,16,0,0.118052
48,28,12,0,0.118009
56,32,28,0,0.116585
44,24,4,2,0.113074
56,32,24,0,0.116294
48,28,16,0,0.114103
44,28,16,0,0.114965
24,20,8,0,0.116415
32,40,24,0,0.116389
32,40,20,0,0.116334
40,36,16,0,0.115894
40,32,20,0,0.115874
32,40,28,0,0.116459
32,36,24,0,0.116606
36,24,16,0,0.116569
36,24,20,0,0.116319
36,24,24,0,0.116757
12,16,32,0,0.116926
12,16,28,0,0.116801
24,24,16,0,0.116765
32,24,4,0,0.117027
48,28,24,0,0.116393
36,20,28,0,0.116971
52,24,20,0,0.116427
44,20,8,2,0.116912
16,16,20,2,0.116777
40,20,8,2,0.116795
16,20,28,2,0.116971
56,24,24,2,0.116504
48,20,28,2,0.116257
48,16,16,2,0.116742
24,28,24,2,0.116829
24,28,28,2,0.115126
24,28,32,2,0.115945
28,28,8,2,0.116895
56,12,20,2,0.116987
60,12,24,2,0.115191
28,24,16,2,0.117006
28,24,12,2,0.116988
28,24,8,2,0.11716
20,20,28,2,0.116702
24,20,24,2,0.116468
24,20,20,2,0.117134
24,24,20,2,0.117109
12,12,24,2,0.115608
24,24,16,2,0.115474
20,24,12,2,0.116212
20,20,8,2,0.116793
16,12,28,2,0.116727
44,16,28,0,0.116481
20,24,12,0,0.116639
20,20,16,0,0.116863
4,16,28,0,0.116481
8,16,28,0,0.115859
8,16,24,0,0.116819
8,20,24,0,0.116729
12,20,24,0,0.116315
12,20,20,0,0.116911
52,24,28,0,0.116663
20,16,20,0,0.11701
40,20,16,0,0.116067
44,20,24,0,0.117064
28,24,4,0,0.116623
28,36,28,0,0.117257
12,16,16,0,0.116913
32,24,0,2,0.115799
44,24,16,2,0.116754
28,20,4,2,0.117157
20,16,12,2,0.113922
28,20,8,2,0.115754
16,16,16,2,0.113888
